Title,Worldwide,Budget,MPAA,Domestic Distributor,Domestic Opening,Genres
tt3183660,814044001.0,180000000.0,PG-13,Warner Bros.,74403387.0,"Adventure,Family,Fantasy"
tt5592248,27869129.0,,R,Focus Features,229292.0,"Drama,Thriller,War"
tt2361317,22678555.0,,R,Warner Bros.,33336.0,"Action,Crime,Drama,Thriller"
tt1082807,11084630.0,5000000.0,R,BH Tilt,4137230.0,"Horror,Thriller"
tt2776878,9995692.0,20000000.0,R,Universal Pictures,3817700.0,"Biography,Drama,War"
tt5301662,10116816.0,12000000.0,PG-13,Open Road Films (II),3000805.0,"Biography,Crime,Drama,History"
tt2822672,23157646.0,,PG,Lionsgate,3704749.0,"Adventure,Animation,Comedy,Family,Music"
tt2543164,203388186.0,47000000.0,PG-13,Paramount Pictures,24074047.0,"Drama,Sci-Fi"
tt1212428,19263938.0,,PG-13,Bleecker Street Media,110175.0,"Adventure,Biography,Drama,History"
tt4776998,12448676.0,90000000.0,PG-13,Open Road Films (II),4095718.0,"Action,Adventure,Drama,History,War"
tt4731136,26620002.0,40000000.0,R,Twentieth Century Fox,4356941.0,"Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller"
tt3922818,16080475.0,30000000.0,PG-13,STX Entertainment,3775596.0,"Drama,Romance,Sci-Fi"
tt1619029,29777777.0,,R,Fox Searchlight Pictures,278715.0,"Biography,Drama"
tt1800302,14880939.0,,R,The Weinstein Company,3471316.0,"Crime,Drama"
tt5804314,7241302.0,,PG-13,Atlas Distribution Company,1729535.0,Drama
tt5804038,8345298.0,,PG-13,Magnolia Pictures,686378.0,"Documentary,History"
tt5929750,7425391.0,,R,Roadside Attractions,141959.0,"Comedy,Drama"
tt2720826,7215027.0,,PG-13,BH Tilt,2702430.0,"Action,Biography,Drama"
tt0490215,23834809.0,,R,Paramount Pictures,130880.0,"Drama,History"
tt1758810,43155261.0,35000000.0,R,Universal Pictures,3372565.0,"Crime,Drama,Thriller"
tt4682786,88528280.0,36000000.0,PG-13,Warner Bros.,7102085.0,"Drama,Romance"
tt1230168,6423605.0,,PG-13,Pure Flix Entertainment,2591985.0,"Biography,Drama"
tt1366338,6312033.0,,PG-13,BH Tilt,2403885.0,"Adventure,Crime,Drama"
tt3262342,42187665.0,,PG-13,Good Deed Entertainment,23180.0,"Animation,Biography,Crime,Drama,Mystery"
tt3721954,9733932.0,,PG-13,Sony Pictures Classics,45920.0,"Biography,Drama,Romance"
tt5721088,7634022.0,22000000.0,PG-13,Broad Green Pictures,3201459.0,"Comedy,Crime"
tt4663548,5944974.0,2000000.0,PG,Affirm Films,1514278.0,Drama
tt0491175,12751667.0,,R,Paramount Pictures,2840246.0,"Comedy,Crime,Drama,Thriller"
tt4429194,13203541.0,,PG,Sony Pictures Classics,98850.0,"Comedy,Drama,Romance"
tt6225520,8127070.0,,PG,Bleecker Street Media,1357129.0,"Biography,Comedy,Drama"
tt4385888,7214806.0,,R,A24,111200.0,"Comedy,Drama"
tt4209788,59284015.0,,R,STX Entertainment,2349967.0,"Biography,Crime,Drama"
tt5649144,10971298.0,,R,A24,157553.0,Drama
tt5311514,358180115.0,,PG,FUNimation Entertainment,1813781.0,"Animation,Drama,Fantasy,Romance"
tt1711525,114501299.0,45000000.0,R,Paramount Pictures,16890204.0,Comedy
tt2800050,25730120.0,,,IMAX,223983.0,Documentary
tt5956100,87320000.0,20470000.0,,Yash Raj Films,1787108.0,"Action,Adventure,Thriller"
tt5726616,41888660.0,,R,Sony Pictures Classics,412932.0,"Drama,Romance"
tt4572792,4596705.0,,PG-13,Focus Features,1424540.0,"Crime,Drama,Thriller"
tt3881784,8503658.0,,R,Roadside Attractions,1611040.0,"Biography,Drama"
tt5655222,4101699.0,,R,The Orchard,45317.0,"Drama,Romance,Western"
tt5074352,303723636.0,,,UTV Motion Pictures,3248481.0,"Action,Biography,Drama,Sport"
tt4573516,3989705.0,250000.0,R,BH Tilt,1701785.0,"Crime,Drama,Sci-Fi"
tt3387266,14459330.0,,PG-13,Fox Searchlight Pictures,66510.0,"Biography,Drama,History,Romance"
tt4191702,6217567.0,,R,Sony Pictures Classics,99211.0,"Drama,Thriller"
tt3352390,10975390.0,9900000.0,R,Entertainment Studios Motion Pictures,2002863.0,"Horror,Mystery,Thriller"
tt3416532,47309313.0,,PG-13,Focus Features,30909.0,"Adventure,Drama,Family,Fantasy"
tt1412528,5042014.0,,PG-13,Fox Searchlight Pictures,1597928.0,"Comedy,Drama,Romance"
tt1661275,12597262.0,,R,STX Entertainment,76197.0,"Comedy,Drama,Romance,War"
tt6574272,3697729.0,2800000.0,PG-13,Cinelou Films,1816499.0,"Horror,Mystery,Sci-Fi,Thriller"
tt1679335,346864886.0,125000000.0,PG,Twentieth Century Fox,46581142.0,"Adventure,Animation,Comedy,Family,Fantasy,Musical,Romance"
tt6322922,5433926.0,1000000.0,PG,Paramount Pictures,124823.0,Documentary
tt6848602,3599068.0,,PG-13,Novus,1527289.0,Thriller
tt3405236,26385310.0,,,Zee TV,1798379.0,"Action,Crime,Drama"
tt0075860,306889114.0,20000000.0,,Columbia Pictures,,"Drama,Sci-Fi"
tt4680182,4531320.0,,R,Neon,120226.0,"Action,Adventure,Comedy,Drama,Fantasy,Horror,Sci-Fi,Thriller"
tt5962210,3146831.0,,R,Neon,135301.0,"Comedy,Drama"
tt2261287,106127278.0,,PG,Entertainment One,181091.0,"Adventure,Animation,Comedy,Family,Music"
tt6507954,2877797.0,,,Shorts International,692399.0,Drama
tt4420704,5037923.0,,,Oscilloscope,40103.0,Documentary
tt1211837,677796076.0,165000000.0,PG-13,Walt Disney Studios Motion Pictures,85058311.0,"Action,Adventure,Fantasy,Sci-Fi"
tt2119532,180563636.0,40000000.0,R,Lionsgate,15190758.0,"Biography,Drama,History,War"
tt7131870,870325439.0,30100000.0,,The H Collective,219022.0,"Action,Adventure,Drama,Thriller,War"
tt4411596,9200168.0,,PG-13,Fox Searchlight Pictures,969941.0,"Drama,Mystery,Romance,Thriller"
tt7127248,3184384.0,,,Fathom Events,2620183.0,Sport
tt6054650,2587072.0,,PG,Pure Flix Entertainment,1025489.0,Drama
tt6360332,2737155.0,,,Fathom Events,,Documentary
tt6346162,2827489.0,,PG,Fathom Events,1333538.0,Musical
tt6790530,2534370.0,,,Fathom Events,,Documentary
tt1825683,1347597973.0,,PG-13,Walt Disney Studios Motion Pictures,202003951.0,"Action,Adventure,Sci-Fi"
tt4154756,2048359754.0,,PG-13,Walt Disney Studios Motion Pictures,257698183.0,"Action,Adventure,Sci-Fi"
tt3606756,1243089244.0,,PG,Walt Disney Studios Motion Pictures,182687905.0,"Action,Adventure,Animation,Comedy,Family,Sci-Fi"
tt4881806,1310466296.0,170000000.0,PG-13,Universal Pictures,148024610.0,"Action,Adventure,Sci-Fi"
tt5463162,785896609.0,110000000.0,R,Twentieth Century Fox,125507153.0,"Action,Adventure,Comedy,Sci-Fi"
tt2709692,512599116.0,75000000.0,PG,Universal Pictures,67572855.0,"Adventure,Animation,Comedy,Family,Fantasy,Musical"
tt2283362,962542945.0,90000000.0,PG-13,Sony Pictures Entertainment (SPE),36169328.0,"Action,Adventure,Comedy,Fantasy"
tt4912910,791657398.0,178000000.0,PG-13,Paramount Pictures,61236534.0,"Action,Adventure,Thriller"
tt5095030,622674139.0,,PG-13,Walt Disney Studios Motion Pictures,75812205.0,"Action,Adventure,Comedy,Sci-Fi"
tt3778644,392924807.0,275000000.0,PG-13,Walt Disney Studios Motion Pictures,84420489.0,"Action,Adventure,Sci-Fi"
tt1270797,856085151.0,100000000.0,PG-13,Sony Pictures Entertainment (SPE),80255756.0,"Action,Adventure,Sci-Fi"
tt1517451,436188866.0,36000000.0,R,Warner Bros.,42908051.0,"Drama,Music,Romance"
tt1477834,1148485886.0,,PG-13,Warner Bros.,67873522.0,"Action,Adventure,Fantasy,Sci-Fi"
tt1727824,911100727.0,52000000.0,PG-13,Twentieth Century Fox,51061119.0,"Biography,Drama,Music"
tt6644200,340952971.0,17000000.0,PG-13,Paramount Pictures,50203562.0,"Drama,Horror,Sci-Fi"
tt5848272,529323962.0,175000000.0,PG,Walt Disney Studios Motion Pictures,56237634.0,"Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi"
tt3104988,238539198.0,30000000.0,PG-13,Warner Bros.,26510140.0,"Comedy,Drama,Romance"
tt5220122,528583774.0,80000000.0,PG,Sony Pictures Entertainment (SPE),44076225.0,"Adventure,Animation,Comedy,Family,Fantasy,Horror,Romance"
tt1502407,255614941.0,10000000.0,R,Universal Pictures,76221545.0,"Crime,Horror,Thriller"
tt4123430,654855901.0,200000000.0,PG-13,Warner Bros.,62163104.0,"Adventure,Family,Fantasy"
tt4779682,530438278.0,130000000.0,PG-13,Warner Bros.,45402195.0,"Action,Horror,Sci-Fi,Thriller"
tt5164214,297718711.0,70000000.0,PG-13,Warner Bros.,41607378.0,"Action,Comedy,Crime,Thriller"
tt1677720,582893671.0,175000000.0,PG-13,Warner Bros.,41764050.0,"Action,Adventure,Sci-Fi"
tt1485796,436949634.0,84000000.0,PG,Twentieth Century Fox,8805843.0,"Biography,Drama,Musical"
tt6911608,402254384.0,75000000.0,PG-13,Universal Pictures,34952180.0,"Comedy,Musical,Romance"
tt5814060,365551694.0,22000000.0,R,Warner Bros.,53807379.0,"Horror,Mystery,Thriller"
tt5117670,351496066.0,50000000.0,PG,Sony Pictures Entertainment (SPE),25010928.0,"Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy"
tt6343314,214215889.0,50000000.0,PG-13,Metro-Goldwyn-Mayer (MGM),35574710.0,"Drama,Sport"
tt4633694,375540831.0,90000000.0,PG,Sony Pictures Entertainment (SPE),35363376.0,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi"
tt5028340,349546142.0,130000000.0,PG,Walt Disney Studios Motion Pictures,23523121.0,"Adventure,Comedy,Family,Fantasy,Musical"
tt2527336,1332698830.0,317000000.0,PG-13,Walt Disney Studios Motion Pictures,220009584.0,"Action,Adventure,Fantasy,Sci-Fi"
tt3766354,190400157.0,62000000.0,R,Sony Pictures Entertainment (SPE),36011640.0,"Action,Crime,Thriller"
tt2231461,428028233.0,120000000.0,PG-13,Warner Bros.,35753093.0,"Action,Adventure,Sci-Fi"
tt1620680,132675864.0,,PG,Walt Disney Studios Motion Pictures,33123609.0,"Adventure,Family,Fantasy,Sci-Fi"
tt4477536,371987838.0,55000000.0,R,Universal Pictures,38560195.0,"Drama,Romance,Thriller"
tt4575576,197744377.0,75000000.0,PG,Walt Disney Studios Motion Pictures,24585139.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical"
tt6450186,86086881.0,7000000.0,PG,Roadside Attractions,17108914.0,"Biography,Drama,Family,Music"
tt6182908,214040103.0,,PG,Warner Bros.,23045635.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical"
tt6294822,180419276.0,50000000.0,PG-13,Twentieth Century Fox,526011.0,Drama
tt6781982,103105878.0,29000000.0,PG-13,Universal Pictures,27257615.0,Comedy
tt4701182,467989645.0,135000000.0,PG-13,Paramount Pictures,21654047.0,"Action,Adventure,Sci-Fi"
tt6133466,137056262.0,13000000.0,R,Universal Pictures,17374280.0,"Action,Horror,Sci-Fi,Thriller"
tt2704998,117679066.0,37000000.0,R,Warner Bros.,17005332.0,"Action,Comedy,Crime,Thriller"
tt6857166,104438188.0,,PG-13,Paramount Pictures,13582231.0,"Comedy,Drama,Romance"
tt2119543,131523093.0,42000000.0,PG,Universal Pictures,26608020.0,"Comedy,Family,Fantasy,Mystery,Sci-Fi"
tt5758778,304868961.0,125000000.0,PG-13,Universal Pictures,24905015.0,"Action,Adventure,Thriller"
tt5726086,167885588.0,10000000.0,PG-13,Universal Pictures,29581355.0,"Horror,Mystery,Thriller"
tt7401588,120556201.0,48000000.0,PG-13,Paramount Pictures,14504315.0,"Comedy,Drama"
tt7959026,174804407.0,50000000.0,R,Warner Bros.,17509431.0,"Crime,Drama,Thriller"
tt2531344,94019120.0,21000000.0,R,Universal Pictures,20556350.0,Comedy
tt2557478,290930148.0,150000000.0,PG-13,Universal Pictures,28116535.0,"Action,Adventure,Sci-Fi"
tt1365519,274650803.0,94000000.0,PG-13,Warner Bros.,23633317.0,"Action,Adventure,Fantasy,Thriller"
tt4500922,288175335.0,62000000.0,PG-13,Twentieth Century Fox,24167011.0,"Action,Adventure,Sci-Fi,Thriller"
tt2854926,78130625.0,28000000.0,R,Warner Bros.,14947396.0,"Action,Comedy"
tt5523010,173961069.0,120000000.0,PG,Walt Disney Studios Motion Pictures,20352491.0,"Adventure,Family,Fantasy"
tt7040874,97644617.0,20000000.0,R,Lionsgate,16011689.0,"Comedy,Crime,Mystery,Thriller"
tt5619332,65859911.0,,PG-13,Warner Bros.,17886075.0,Comedy
tt3829266,160542134.0,88000000.0,R,Twentieth Century Fox,24632284.0,"Action,Adventure,Sci-Fi"
tt1563742,91244913.0,12000000.0,PG-13,Pantelion Films,14711101.0,"Comedy,Romance"
tt5052474,75837743.0,35000000.0,R,Sony Pictures Entertainment (SPE),19007566.0,"Action,Adventure,Crime,Drama,Mystery,Thriller"
tt6791096,94539426.0,32000000.0,PG-13,STX Entertainment,16030218.0,"Comedy,Romance"
tt7349662,93413709.0,15000000.0,R,Focus Features,10845330.0,"Biography,Comedy,Crime,Drama"
tt5580390,195333312.0,,R,Fox Searchlight Pictures,166564.0,"Drama,Fantasy,Romance,Sci-Fi,Thriller"
tt2873282,151572634.0,69000000.0,R,Twentieth Century Fox,16853422.0,"Action,Drama,Thriller"
tt7137846,51411620.0,6000000.0,PG-13,Universal Pictures,17630285.0,"Action,Thriller"
tt5664636,93320380.0,35000000.0,PG,Sony Pictures Entertainment (SPE),15802225.0,"Adventure,Animation,Comedy,Family,Fantasy,Horror"
tt1413492,67450815.0,,R,Warner Bros.,15815025.0,"Action,Drama,History,War"
tt1259528,80509622.0,,R,STX Entertainment,15206108.0,"Action,Crime,Drama,Thriller"
tt1213641,105713218.0,59000000.0,PG-13,Universal Pictures,16006065.0,"Biography,Drama,History"
tt7784604,80200936.0,,R,A24,13575172.0,"Drama,Horror,Mystery,Thriller"
tt6063050,46403669.0,,R,Lionsgate,17170707.0,Thriller
tt2296777,90497778.0,59000000.0,PG,Paramount Pictures,10604774.0,"Adventure,Animation,Comedy,Family,Fantasy,Musical,Mystery,Romance"
tt7334528,46664414.0,,PG-13,Lionsgate,15242781.0,"Comedy,Sport"
tt4218572,75984700.0,42000000.0,R,Twentieth Century Fox,12361307.0,"Crime,Drama,Thriller"
tt4765284,185400345.0,45000000.0,PG-13,Universal Pictures,19928525.0,"Comedy,Music"
tt6772950,95330710.0,3500000.0,PG-13,Universal Pictures,18667855.0,"Horror,Thriller"
tt4468740,227978645.0,,PG,Warner Bros.,11001961.0,"Adventure,Animation,Comedy,Family,Fantasy"
tt5164432,66316289.0,17000000.0,PG-13,Twentieth Century Fox,11756244.0,"Comedy,Drama,Romance"
tt4555426,150847274.0,,PG-13,Focus Features,175006.0,"Biography,Drama,War"
tt1590193,119942387.0,,PG-13,Lionsgate,13701452.0,"Action,Mystery,Thriller"
tt6802308,57076286.0,30000000.0,PG-13,Warner Bros.,12554286.0,"Biography,Drama,Thriller"
tt4560436,66308758.0,50000000.0,R,STX Entertainment,13710825.0,"Action,Thriller"
tt4244998,98203196.0,51000000.0,PG-13,Studio 8,10352512.0,"Action,Adventure,Drama"
tt6850820,53918723.0,25000000.0,R,STX Entertainment,13423255.0,"Action,Crime,Drama,Thriller"
tt1137450,49562710.0,30000000.0,R,Metro-Goldwyn-Mayer (MGM),13010267.0,"Action,Crime,Drama,Thriller"
tt6663582,75339459.0,40000000.0,R,Lionsgate,12103043.0,"Action,Adventure,Comedy"
tt2798920,43070915.0,40000000.0,R,Paramount Pictures,11071584.0,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller"
tt6966692,321752656.0,23000000.0,PG-13,Universal Pictures,320429.0,"Biography,Comedy,Drama,Music"
tt5104604,64337744.0,,PG-13,Fox Searchlight Pictures,1620294.0,"Adventure,Animation,Comedy,Drama,Sci-Fi"
tt8097306,33705333.0,19000000.0,R,Paramount Pictures,13743111.0,"Comedy,Drama,Romance"
tt6306064,59945012.0,35000000.0,PG-13,STX Entertainment,11603039.0,"Action,Adventure,Biography,Drama,Romance,Thriller"
tt3411444,296069199.0,111000000.0,PG,Twentieth Century Fox,13401586.0,"Adventure,Animation,Comedy,Drama,Family"
tt4532826,86493046.0,100000000.0,PG-13,Lionsgate,9195670.0,"Action,Adventure,Drama,Thriller"
tt0859635,31626386.0,13500000.0,R,Twentieth Century Fox,15181624.0,"Comedy,Crime,Mystery"
tt5690360,51738549.0,10000000.0,PG-13,Screen Gems,11371866.0,"Horror,Mystery,Thriller"
tt5027774,160260573.0,,R,Fox Searchlight Pictures,322168.0,"Comedy,Crime,Drama"
tt2380307,807817888.0,,PG,Walt Disney Studios Motion Pictures,50802605.0,"Adventure,Animation,Comedy,Family,Fantasy,Music,Mystery"
tt7424200,52090236.0,10000000.0,PG,Warner Bros.,10411189.0,"Action,Adventure,Animation,Comedy,Family,Fantasy,Musical,Sci-Fi"
tt5478478,35669017.0,,R,Entertainment Studios Motion Pictures,22849.0,"Drama,Western"
tt5580266,34934009.0,23000000.0,PG-13,Twentieth Century Fox,512035.0,"Crime,Drama"
tt5580036,53939297.0,,R,Neon,264155.0,"Biography,Comedy,Drama,Sport"
tt7668870,75462037.0,,PG-13,Screen Gems,388769.0,"Drama,Mystery,Thriller"
tt1072748,44019588.0,,PG-13,Lionsgate,9307626.0,"Drama,Fantasy,Horror,Mystery,Thriller"
tt1285009,31039126.0,,R,Aviron Pictures,10402271.0,Horror
tt4537896,25957482.0,29000000.0,R,Studio 8,8860431.0,"Crime,Drama"
tt2126357,72294066.0,16000000.0,PG-13,STX Entertainment,6489983.0,"Comedy,Drama,Romance"
tt4209788,59284015.0,,R,STX Entertainment,2349967.0,"Biography,Crime,Drama"
tt7681902,22844741.0,,PG-13,Focus Features,475419.0,"Biography,Documentary"
tt4530422,41657844.0,38000000.0,R,Paramount Pictures,10202108.0,"Action,Horror,Sci-Fi,War"
tt1255919,40466970.0,42000000.0,PG-13,Sony Pictures Entertainment (SPE),7411522.0,"Comedy,Crime,Mystery"
tt6421110,21753365.0,14000000.0,R,Screen Gems,9959053.0,"Action,Crime,Drama,Thriller"
tt1308728,27506452.0,40000000.0,R,STX Entertainment,9532425.0,"Action,Comedy,Crime,Fantasy,Mystery,Thriller"
tt5776858,47756590.0,,R,Focus Features,216495.0,"Drama,Romance"
tt7690670,20780685.0,16000000.0,R,Sony Pictures Entertainment (SPE),6870740.0,"Action,Crime,Thriller"
tt6266538,76073488.0,,R,Annapurna Pictures,7768371.0,"Biography,Comedy,Drama"
tt5691024,39156854.0,,PG,Global Road Entertainment,6023972.0,"Adventure,Comedy,Crime,Family"
tt6628394,31882724.0,32000000.0,R,Twentieth Century Fox,7132647.0,"Crime,Drama,Mystery,Thriller"
tt5208252,17612099.0,24000000.0,PG-13,Metro-Goldwyn-Mayer (MGM),6022758.0,"Biography,Drama,History,Thriller,War"
tt7388562,25915966.0,5000000.0,PG-13,Affirm Films,5172585.0,"Adventure,Biography,Drama,History"
tt4925292,78966486.0,,R,A24,364437.0,"Comedy,Drama"
tt5688932,18170707.0,,R,Annapurna Pictures,727266.0,"Comedy,Drama,Fantasy,Sci-Fi"
tt5270948,18263470.0,,PG-13,Entertainment Studios Motion Pictures,5765854.0,"Biography,Drama,History,Thriller"
tt4103724,16376066.0,3500000.0,PG,Roadside Attractions,4245630.0,"Comedy,Drama,Music,Romance"
tt5083738,95918706.0,,R,Fox Searchlight Pictures,422410.0,"Biography,Comedy,Drama,History"
tt1846589,31676128.0,40000000.0,R,Lionsgate,6653777.0,"Action,Thriller"
tt1571234,83869818.0,100000000.0,PG-13,Universal Pictures,7559850.0,"Action,Adventure,Fantasy,Sci-Fi,Thriller"
tt5177088,35164920.0,43000000.0,R,Sony Pictures Entertainment (SPE),7810112.0,"Action,Crime,Drama,Thriller"
tt5734576,43016528.0,7700000.0,R,Screen Gems,6401744.0,"Horror,Mystery,Thriller"
tt7689964,14475292.0,,PG,Magnolia Pictures,578470.0,"Biography,Documentary"
tt7014006,14347433.0,,R,A24,263797.0,"Comedy,Drama"
tt5726616,41888660.0,,R,Sony Pictures Classics,412932.0,"Drama,Romance"
tt4073790,41142379.0,34000000.0,PG-13,Twentieth Century Fox,5842609.0,"Action,Adventure,Drama,Romance,Sci-Fi,Thriller"
tt5294550,56996304.0,,R,TriStar Pictures,5584684.0,"Biography,Crime,Drama,Mystery,Thriller"
tt7664504,13448497.0,,PG-13,Neon,171503.0,"Biography,Documentary,Drama,History,Mystery"
tt6499752,16706680.0,,R,BH Tilt,4670905.0,"Action,Sci-Fi,Thriller"
tt5935704,60508780.0,,,Viva Pictures,4493384.0,"Drama,History,Romance,War"
tt7775622,29390279.0,,PG-13,National Geographic Entertainment,294288.0,"Adventure,Documentary,Sport"
tt2837574,17860397.0,,PG-13,Fox Searchlight Pictures,142131.0,"Biography,Comedy,Crime,Drama,Romance"
tt1999890,18160930.0,5500000.0,R,Lionsgate,5130963.0,"Horror,Thriller"
tt2543472,306209289.0,,PG,Lionsgate,27547866.0,"Drama,Family"
tt5427194,10230620.0,,PG,Mirror/LD Entertainment,3950652.0,"Drama,Sport"
tt2328900,46712809.0,,R,Focus Features,194777.0,"Biography,Drama,History"
tt4799066,27365467.0,,PG-13,Global Road Entertainment,4003993.0,"Drama,Romance"
tt5610554,15636462.0,,R,Focus Features,3282610.0,"Comedy,Drama,Mystery"
tt5670152,9515914.0,,R,Lionsgate,3941338.0,Thriller
tt4761916,16024987.0,1000000.0,R,BH Tilt,3653035.0,"Horror,Mystery,Thriller"
tt3289724,13061491.0,39000000.0,PG-13,Universal Pictures,2354205.0,"Biography,Comedy,Drama,Fantasy,Romance"
tt4701724,54622814.0,,PG,Lionsgate,3190525.0,"Adventure,Animation,Comedy,Family,Fantasy,Sport"
tt3750872,19978189.0,,R,Sony Pictures Classics,108284.0,Drama
tt4686844,24646055.0,,R,IFC Films,184805.0,"Comedy,Drama,History"
tt7905466,20502132.0,,R,Warner Bros.,,"Documentary,History,War"
tt6452574,76693052.0,,,FIP,2723349.0,"Biography,Comedy,Drama"
tt7153766,14293601.0,,R,Bleecker Street Media,3762145.0,"Drama,Horror,Mystery,Thriller"
tt1226837,16636604.0,,R,Amazon Studios,218888.0,"Biography,Drama"
tt4595882,12442161.0,,R,Fox Searchlight Pictures,161510.0,"Biography,Comedy,Crime,Drama"
tt5613484,9303022.0,,R,A24,258157.0,"Comedy,Drama"
tt1389072,55003890.0,68000000.0,R,Paramount Pictures,4954287.0,"Drama,Fantasy,Sci-Fi"
tt7365604,6842356.0,,PG,LD Entertainment,2554766.0,"Comedy,Drama,Romance"
tt7008872,11853081.0,,R,Focus Features,207057.0,"Biography,Drama"
tt5834262,13313581.0,,R,Global Road Entertainment,3232790.0,"Action,Crime,Drama,Sci-Fi,Thriller"
tt5709188,8467697.0,,PG,Global Road Entertainment,2798229.0,"Action,Adventure,Drama,Family,Sci-Fi,Thriller"
tt8632862,6674168.0,,R,Briarcliff Entertainment,3008563.0,Documentary
tt7339792,6216897.0,,PG-13,Pure Flix Entertainment,2238723.0,"Biography,Drama,History"
tt5360952,32517248.0,35000000.0,PG-13,Entertainment Studios Motion Pictures,3024399.0,"Action,Adventure,Crime,Thriller"
tt7026672,10421847.0,4900000.0,PG-13,Orion Pictures,3016149.0,"Drama,Fantasy,Romance"
tt3892172,7682928.0,,PG,Bleecker Street Media,219140.0,"Adventure,Drama"
tt5463162,785896609.0,110000000.0,R,Twentieth Century Fox,125507153.0,"Action,Adventure,Comedy,Sci-Fi"
tt8564902,5885881.0,6000000.0,PG-13,Quality Flix,2356522.0,"Documentary,History"
tt7860270,7635778.0,,G,Warner Bros.,158915.0,"Documentary,Short"
tt7745068,21022724.0,,PG-13,FUNimation Entertainment,1388499.0,"Action,Adventure,Animation,Fantasy,Sci-Fi"
tt6652708,7414178.0,,PG,Pure Flix Entertainment,2689677.0,Drama
tt6017942,10313019.0,,PG-13,Lionsgate,3035618.0,"Action,Drama,Sci-Fi,Thriller"
tt5437928,14273033.0,,R,Bleecker Street Media,161179.0,"Biography,Drama,History,Romance"
tt6495770,5103663.0,19000000.0,R,Paramount Pictures,2390164.0,Comedy
tt4669264,7509436.0,,R,Bleecker Street Media,1734497.0,"Action,Crime,Drama,Thriller"
tt3721964,11001627.0,,R,STX Entertainment,2722420.0,"Action,Comedy,Crime,Drama"
tt6951892,4873825.0,,PG-13,Pure Flix Entertainment,1942569.0,"Action,Drama"
tt1966359,25601244.0,,R,Warner Bros.,3287451.0,"Comedy,Drama"
tt6921996,158972499.0,25000000.0,PG,Universal Pictures,1638895.0,"Action,Adventure,Comedy"
tt1801552,6412349.0,,R,Vertical Entertainment,1719902.0,"Biography,Crime,Drama"
tt7242142,5006989.0,,R,Lionsgate,338999.0,"Comedy,Crime,Drama"
tt9151704,20347513.0,,,Trafalgar Releasing,2420197.0,"Documentary,Music"
tt7948540,14134723.0,,PG-13,Pantelion Films,1803848.0,Drama
tt5989218,7997774.0,,R,Amazon Studios,2123463.0,"Drama,Romance"
tt5314190,4932694.0,,PG,Fun Academy Motion Pictures,1164403.0,"Adventure,Animation,Family,History,War"
tt3501632,853983911.0,180000000.0,PG-13,Walt Disney Studios Motion Pictures,122744989.0,"Action,Adventure,Comedy,Fantasy,Sci-Fi"
tt3722234,3679893.0,,PG-13,GVN Releasing,1162988.0,"Crime,Drama"
tt6512428,3589633.0,,PG-13,Pure Flix Entertainment,1503101.0,"Drama,War"
tt7935892,3511123.0,,,Shorts International,695044.0,"Action,Drama"
tt6108178,8003180.0,,R,Bleecker Street Media,237393.0,"Drama,Romance"
tt0974015,657926987.0,,PG-13,Warner Bros.,93842239.0,"Action,Adventure,Fantasy,Sci-Fi"
tt6053438,3862498.0,,R,A24,97562.0,"Drama,Mystery,Thriller"
tt5607096,4511157.0,,R,Roadside Attractions,60886.0,"Comedy,Drama,Music,Romance"
tt3203528,4623836.0,,R,Electric Entertainment,1726868.0,"Crime,Horror,Thriller"
tt5466186,8771432.0,,PG-13,Focus Features,1592645.0,"Action,Drama,History,Thriller"
tt3521126,29820616.0,,R,A24,1211345.0,"Biography,Comedy,Drama"
tt0062622,65802496.0,12000000.0,,Metro-Goldwyn-Mayer (MGM),,"Adventure,Sci-Fi"
tt5080556,36945969.0,,,,2775000.0,"Action,Sci-Fi"
tt3741632,10472180.0,,R,Sony Pictures Classics,,"Adventure,Comedy,Drama,Romance"
tt4971344,13143056.0,,R,Annapurna Pictures,115575.0,"Crime,Drama,Western"
